http://academy.fengniao.com/76/765563.html	为什么RAW格式可以使图像处理游刃有余?-蜂鸟网		photography
http://auto.163.com/12/0130/00/7OVQROAH00084TUO.html	亚平宁刺客 广汽菲亚特C-Medium前景展望_网易汽车	新闻,新车,展望,前景,广汽菲亚特,C-medium,dart,道奇	autos
http://auto.163.com/beijingchezhan	2010北京车展_网易汽车	北京车展,北京车展2010时间,2010北京车展,北京展览馆,北京国际车展,北京车展时间,北京车展门票,北京车展地址,北京车展车模,北京车展官方网站	autos
http://basketball.titan24.com/team/	NBA球队队报_篮球频道_体坛周报·体坛网	NBA,亚特兰大老鹰,波士顿凯尔特人,夏洛特山猫,芝加哥公牛,克利夫兰骑士,底特律活塞,印第安纳步行者,迈阿密热火,密尔沃基雄鹿,新泽西篮网,纽约尼克斯,奥兰多魔术,费城76人,多伦多猛龙,华盛顿奇才,达拉斯小牛,丹佛掘金,金州勇士,休斯敦火箭,洛杉矶快艇,洛杉矶湖人,孟菲斯灰熊,明尼苏达森林狼,新奥尔良黄蜂,俄克拉荷马雷霆,菲尼克斯太阳,波特兰开拓者,萨克拉门托国王,圣安东尼奥马刺,犹他爵士	basketball
http://bbs.bccn.net/archiver/tid-165344.html	[开源]　　C++语言实现的遗传算法(页 1) - C++论坛 - 编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-316673.html	编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-317272.html	编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-317345.html	编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-318176.html	编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-319727.html	编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/archiver/tid-41353.html	PHP技术论坛历届版主名录(页 1) - 『 PHP技术论坛 』 - 编程论坛	Discuz!,Board,Comsenz,forums,bulletin board,	programming
http://bbs.bccn.net/space-username-%C1%B5%D3%A3InG.html	编程论坛		programming
http://bbs.bccn.net/space-username-betloo.html	编程论坛		programming
http://bbs.bccn.net/space-username-glglzb.html	编程论坛		programming
http://bbs.bccn.net/space-username-qingshuiliu.html	编程论坛		programming
http://bbs.bccn.net/space-username-sinister.html	编程论坛		programming
http://bbs.bccn.net/space-username-whinda.html	编程论坛		programming
http://bbs.bccn.net/space-username-z479635734.html	编程论坛		programming
http://bbs.bccn.net/tag-%D6%CE%B7%A8.html	治法 - 编程论坛		programming
http://bbs.bccn.net/thread-146069-1-1.html	[下载]VFP 9.0(SP1)简体中文安装版 - VFP论坛 - 编程论坛		programming
http://bbs.bccn.net/thread-218834-1-1.html	功能完整的学员管理系统 - C# 论坛 - 编程论坛		programming
http://bbs.cyuyan.com.cn/thread-1048-1-1.html	计算机_C语言_数组和指针 - C语言论坛 - C语言网	计算机_C语言_数组和指针	programming
http://bbs.cyuyan.com.cn/thread-236-1-1.html	急需》》》》 - C语言论坛 - C语言网	急需》》》》	programming
http://bbs.cyuyan.com.cn/thread-2494-1-1.html	malloc - 数据结构与算法 - C语言网	malloc	programming
http://bbs.cyuyan.com.cn/thread-2735-1-1.html	高手帮忙啊 急 - 技术问答 - C语言网	高手帮忙啊 急	programming
http://bbs.cyuyan.com.cn/thread-40-7-1.html	学习c++的50条忠告 - 第7页 - C++论坛 - C语言网	学习c++的50条忠告	programming
http://bbs.cyuyan.com.cn/thread-658-3-1.html	C语言入门与精通 - 第3页 - 资源分享 - C语言网	C语言入门与精通	programming
http://bbs.ibabyzone.cn/showtopic-62606.html	没反应的yoyo - 宝宝地带		parenting
http://bbs.ibabyzone.cn/showtopic-66399-4.html	【日记活动】2012年2月份 我的日记统计贴 获奖结果公示 - 第5页 - 宝宝地带		parenting
http://bbs.ibabyzone.cn/showtopic-66981.html	去奶奶家的路上看见松鼠 - 宝宝地带		parenting
http://bbs.ibabyzone.cn/showtopic-68834-6.html	【试用】宝宝涂鸦用品--酷蠟石免费试用 - 第7页 - 宝宝地带		parenting
